Yorum,Duygu
"Dizaynını oldukça başarılı, Ön tasarım, batarya ve ekranın büyük olması,  Samsung Türkiye garantili olması ve , Ayrıca HB nın 250tl lik sepette indirimi ve 250 tl lik hediye çeki jesti çok iyi geldi bunların yanında birde 32Gb samsung hafıza kartı anlatılamaz.",1
Çok hoş ve kullanışlı eşime doğum hediyesi olarak aldım tavsiye ediyorum,1
"Telefonu 21 Şubatta ön ödeme ile Hepsi Burada'dan sipariş vererek aldım. Telefon elime ulaştı, 1 haftadır kullanıyorum. Kampanya fiyatlarına göre düşününce cihaz öne çıkan özellikleriyle gerçekten mükemmel. Bu telefonu seçmemde en önemli etmenler büyük ekran, güçlü batarya ve Samsung Türkiye garantisi oldu. Ekran da gayet güzel, bu kriterlerde telefon arayanlar için gerçekten ideal önerebilecek bir cihaz. Kampanya için Hepsi Burada ile Samsung'a teşekkürler...",1
Fiyat performans açısından çok iyi 250 Tl indirim 250 Tl hediye çekiyle beraber aldım pil ömrü çok iyi fotoğraf kalitesi yeterli hızı yeterli bu paraya böyle bi telefon zor alırdım kasası plastik diyenler ben bütün telefonlarımı kılıf içinde kullanıyorum o yüzden kasası metal cam falan benim için problem değil ayrıca samsung ismini kötüye çıkaracak bi cihaz yapmaz diye düşünüyorum teşekkürler Hepsiburada,1
Ürün fiyatına göre çok güzel bataryası hızlı doluyor gün boyu oynadığım halde batarya 2 gün gidiyo,1
Tasarım olarak gayet şık.bataryası çok güzel 12 saat boyunca şarjı %30 eksildi hor da kullandım o süre zarfında bataryası çok güzel.fiyat performans açısından çok güzel bir cihaz.,1
Telefonu Hepsiburada sayesinde çok uygun bi fiyata aldım. telefonun artıları çok eksileri az. bataryası çok iyi akıllı telefon olup bu şekilde uzun kullanım süresi sunan başka tel görmedim. malzemesi s serisi kadar iyi değil j serisi kadar da kötü değil. ekran devasal büyüklükte. Samsung türkiyenin hafıza kartı hediyesi içinde ayrıca memnunum.  orta bi telefon isteyenler için bende tek seçenek.,1
"Açıkçası çok çekimserdim sipariş verirken... Senelerdir Samsung kullanmıyorum. Kampanya çok cazip geldi. Kesinlikle tavsiye ederim, batarya muazzam telefonu cok aktif kullaniyorum 2,5 gun gidiyor. Kamera benim icin önemli bu fiyata bu kadar iyi olmasini hic beklemezdim. Düşük ışıkta bile çok iyi. Ekranı çok iyi. Hızı korktugum gibi degil gayet iyi. Tasarımi cok şık. Ses kalitesi iyi. Bayağı ağır bataryadan sebep. Orta segment bir telefona gore gayet iyi bir secenek.  Olumsuz yönleri evet plastik kasa oluşu ve 32 gb olmasi. Fakat bu gibi eksiler zaten fiyatını bu kadar uygun yapan. Ben kullanan biri olarak memnunum tavsiye ederim.",1
Öncelikle telefonu almak isteyenlere kesinlikle hiç tereddüt etmeden almalarını öneririm. 1hafta önce elime geçti ben ve alamadan önce yorumları okudum biraz terredütlüydüm ama telefon elime geldiğinde çok memnun kaldım. yanında 32 gb hafıza kartı yolladılar teşekkürler samsung mavi rengi aldım ben ve mükemmel duruyor kenarları ekranı ile telefonun duruşu harika. şarj konusunda mükemmel elimden düşmüyor 2 tam günü çıkarıyor 5000 mah pil çok güzel  kamerası da ideal. almak isteyenler tereddüt etmeden almalılar,1
"Telefonu liseye giden oğlum için aldım,teslimat süresi tam zamanında geldi,oğlum ve ben telefonu çok beğendik ,geniş ekran,yüz tanıma,güçlü pil tavsiye ederim",1
"Ürün süper. Kaliteli. Fiyatı ise süperrr. Samsung tartışmasız en iyisi.
Kesinlikle tavsiye ederim.",1
"5000mah batarya, samsung türkiye garantisi, hafıza kartı hediyesi ve hediye çekiyle bu maliyete en mantıklı telefon şu an bu. ekran kalitesi de gayet yeterli. büyük ekranında film izlemek çok keyifli. tek eksisi malzeme kalitesi ama fiyatı düşünülünce o da rahatsız etmeyecek seviyede.",1
Telefon özellikleri çok iyi özellikle bataryası 5000 amp olması çok güzel ekran büyük kamerası diğer telefonlara göre harika bu özelliklere göre fiyatı çok uygun alacak olanlar hiç düşünmeyin diğer kötü yorumlara aldanmayın.,1
Telefonu ilk açınca kocaman ve parlak bir ekran sizi karşılıyor. Şarjı yoğun kullanımda bile en az iki gün gidiyor. Hızlı şarj etmesi ayrı bir güzellik tabi.Kutunun içerisinden hafıza kartı hediye olarak çıkıyor. Bu fiyata alınabilecek en güzel telefon bence. Teşekkürler hepsiburada.,1
"Ürün uzun pil ömrü, 6,3 inç ekranına rağmen  çerçevesiz ekranından dolayı ele rahat sığan tasarımıyla farkını gösteriyor. Tavsiye ederim.",1
"Bu fiyatlara tasarımı en güzel , en ekonomik ve en güzeli 24 ay Samsung servislerinde garantili bir telefon. Kullanım arayüzü çok rahat,şarjı konusu ise harika yaklaşık 2 güne kadar idare ediyor.",1
"Bu fiyata 6.3 inch ekran, hızlı şarj, çift kamera ve 5000mah pil çok iyi. Sorunsuz ve gayet hızlı çalışıyor.",1
"Cihazı alalı 1 hafta oldu ilk gözlemlerim oldukça olumlu
Artı yönleri:
İşlemcisi oldukça iyi
5000 mah batarya normal kullanımla 2 günü çok rahat çıkarıyor
Kamerası orta sınıf bir telefona göre oldukça iyi
Ekran olduça büyük ama tutma ve kavrama oldukça rahat
Ekran gövde oranı oldukça iyi
Eksi yön olarak ise süper amoled olmaması diyebilirim ama bana göre bu pek eksi yön değil çünkü amoled çok parlak bi ekran deneyimi sunsa da bataryanın çabuk bitmesine neden oluyor.
Ayrıca plastik gövde böyle bir cihaza yakışmamış metal olmalıydı.",1
hepsi buradan telefon almak bir başka gözel telefonum biraz geç gelsede değdi diyebilirim bataryası üç gün dayandı kasa gürsel olarak muhteşem bu fiyatta böyle bir telefon bence bütün ihtiyaçlarınızı karşılar huway ixaomi alacağıma Samsung alırım daha iyi alan arkadaşlara tavsiye ederim ben çok çok memnunum hepsi bueadaya teşekürler,1
ürün belirtilen tarihten çok önce tarafına ulaştı. eşime hediye olarak aldım huawei p9 lite sen sonra eşim cihazı görür görmez çok şaşırdı ve çok beğendi kendisi teknolojiyi sonuna kadar kullanan ve elindeki cihazı tam anlamıyla tüm özellikleriyle  kullanan birisi . bataryası harika eskiden günde iki kez şarj ederken simdi iki günde bir şarj ediyoruz. ekran ışığını sonuna kadar açınca bildiğiniz projektör resmen göz kamaştırıcı . hızı harika ve en güzeli yüz tanıma çok iyi çalışıyor görüntüsüne zaten diyecek bir şey yok. olumsuz yorumlara aldanmayin ayni kategorideki cihazlarla kıyaslayarak alin pişman olamazsınız . hafiza kartı hediyesi de güzel bir sürpriz su. teşekkürler hepsiburada ve Samsung,1
Ürün çok güzel satıcı ise başarılı teşekkürler hepsiburada,1
telefon fiyatına göre çok iyi hem samsung gibi sektörün en önemli firmalarından birisi hem de samsung türkiye garanti avantajına sahip. yanında da 32 gb hafıza kartı geldi çok iyi oldu. bir tek bildirim ışığının olmaması kötü oldu. onun dışında gayet memnunum. ayrıca oldukça hızlı kargolandı ve hepsiburada da belirtildiğinden 2 gün önce elime ulaştı.,1
Ödediğim her kuruşu sonuna kadar hak ediyor. Yüz ve parmak sensörleri harika. Dev pilinden dolayı inanılmaz memnunum. Daha önce 16GB'lık A5 kullanmaktaydım. 32GB +64GB hafıza kartı ile hafıza problemim de ortadan kalktı. Cihazı elimden düşürmüyom. Çok şık bir tasarımı var. Eşime 6 ay önce J7 prime2 almıştım. Aynı fiyata. İkisi arasında dağlar kadar fark var. Alacak herkese şiddetle tavsiye eserim.,1
"Fiyat, Performans olarak iyi bir telefon beklentimin üstünde geldi fotoğraf çekimi, pil gücü, ekranı almadan ve kullanmadan yorum yapanlara inanmayın. Teşekkür ederim Samsung. ",1
bataryası için aldım.,1
bence bu fiyatlara göre alınabilecek en iyi telefonlardan bir tanesi bataryası ekranı gayet iyi bir telefon,1
"Tam bir fiyat performans ürünü telefon. Hepsiburada güvencesi ile çok hızlı sürede elime ulaştı. Telefonun ekranı , bataryası harika . Kamerası biraz daha iyi olabilirdi ama bu fiyata göre çok iyi . Samsung gerçekten çok iyi cihazlar üretiyor. Hepsiburadaya teşekkür ederim güvenilir ve hızlı alışveriş için",1
"pili, hızı ve kamerası mükemmel. herkese öneririm.",1
Hepsiburadadan aldığım Samsung m20 telefondan o kadar çok menününki anlatamam.1.5 - 2 gün giden bataryası sayesinde her işimi görüyorum.Kamerasınıda çok beğendim.Samsung türkiye ye teşekkür ediyorum bu güzel telefonu bizlere sunduğu için.,1
Öncelikle hepsiburada.com a  bize bu fırsatı verdiği için çok teşekkür ediyorum. Bu telefon rakiplerine nazaran marka değeri garantisi ve fiyat avantajı yönünden bir adım öne geçiyor. Özellikleri değerlendirecek olursak batarya gücü ve kamera foto çekimleri çok tatmin edici boyutta. Şu anda tek eksiği uygun kilif ve cam koruma bulamamak. Benim yaptırdığım cam korumadan sonra telefonun yakınlık sensörü işlevini yerine getiremedi. Telefonla görüşme esnasında ekran açık kaldığı için yüzüme değdiğinde menüde farklı yerlere gidebiliyorsunuz. Bu yüzden cam korumasız kullanıyorum. Sonuçta fırsat bulunduğunda hiç çekinmeden alabileceğiniz bir telefon.,1
Telefonun elde tutması vs iyi eksileri de var tabi ama bu fiyata anca bu olur teşekkürler hepsiburada. ,1
bu telefonu incelemelerinden sonra hepsiburada sayesinde kampanyadan ve üstelik hediye çeki ile birlikte aldım.telefonumu su an kullanıyorum.cok memnunum.super hızlı ve estetik bir telefon.hepsiburadaya tsk ederim.,1
"Arkadaşlar telefonu kullanmayanlar bile yanıltıci yorumlar yapmis..Tam bir fiyat performans telefonu bence.soyle izahnedelim M10 ile ayni kasa M10 2 gb ram 16 gb rom secenegi bile geldi makul bir paraya..Bi tik ustu M10 3 gb ram 32 gb rom 3400 mah batarya..Kasa ayni damla ekran ayni fiyat bi tik.M20 ise evet islemcisi 5000 mah bataryasi ile sadece ekran cikintisi ile cok zarif ..Cin Xiaomi huwaei vs.gibi cihazlar piyasayi kasip kavururken Samsung dedigim gibi piyat performans urununu surdu piyasaya..
  Burada dikkat edilmesi gereken cihazlar acilip yazilim imei kayitlati yapiliyor ama hizli sarj cihazlari çaliniyor..Samsung bu sarj cihazlariyla yollamaz bu makineleri..Telefon hizli sarj cihaz dandik eski tip olmadi..Tek kusuru bu",1
Batarya fotğraf kalitesi ve kullanımı ekran büyüklüğü yeterli güle güle kullanılır. En iyisi hepsiburada sayesinde uyguna aldık. ,1
tam fiyat performans ürünü olmuş. üstüne sepet indirimi ve hediye çekiyle beraber tam anlamıyla süper oldu. çok beğendim. ekranı büyük işlemcisi yeterli ve dev bir pili var. kısacası bu telefonu almayı düşünenlere tavsiye ediyorum.,1
"Samsung kalitesi ve şıklığıyka gayet güzel bir ürün, Hepsiburada farkıyla daha güzel",1
ürün beklentilerin üstünde ben çok beğendim piyasada kullanılabilecek en iyi Galaxy serilerinden,1
esime aldik cok uzun sureler kullanan bir insan degildir onceki telefonda da 2 gun gidiyordu sarji bu cihazda 5 gun gitti gayet basarili 3gb ram oyun oynamayan biri icin gayet yeterli.,1
telefonu 5 gündür kullanıyorum yoğun sayılacak bir kullanımım oldugunu düşünüyorum. 2 günden fazla sarzi gidiyor. foto video kalitesi güzel öyle 3 5 binlik tellerden farkı yok. kasası şık ilgi çekici ben tavsiye ederim. kutudan 32gb kart çıktı buda süprizi oldu. alınır.,1
bu fiyata alinabilecek birkaç telefondan biri. normal bir kullanım ile şarjı 2 gün gidiyor. benim beklentimi fazlasıyla karşıladı.tavsiye ederim...,1
Öncelikle cihazın tasarımı mükemmel. Elinize aldıgınızda dikkat çeken bir telefon. Oyun oynamak için alınmadıktan sonra bu telefon kimseyi üzmez. Üstelik hediye çeki ve hepsiburada indirimi ile çok uygun bir fiyata geliyor.,1
"Ekran kasa oranı son derece müthiş. üst seviye amiral gemi seviyesinde
Kameraları fiyatına göre çok iyi
5000mah bitmek bilmiyor
Hızlı şarjı iyi
Bir tek oyun yönünden sıkıntı çıkarabilir çalıştırır lakin performans alamazsınız denemedim bu yönünü testler öyle diyor",1
"Ürünü hepsiburada dan sipariş verdim hemde ekstra indirimle. sorunsuz ve ufak bir gecikme olmasına rağmen sağ-salim elime ulaştı.  açıkçası beklentimin çok çok ötesinde bir telefon olmuş.  yani fiyatının çok üzerinde bir telefon. samsung yine yapmış yapacağını. Kesinlikle her türlü övgüye layık. dokunmatik ,ses ,ekran,yüz tanıma, parmak izi ve tabiki batarya kesinlikle tavsiye ederim. kendim test ettim tam 36 saat aralıksız kullandım ve şarjı hala varken şarja taktım. batarya ayrı bir üstünlük. memnun kaldigim için bir tane de eşime aldım. teşekkürler hepsiburada teşekkürler samsung.",1
sürekli yazılım kaynaklı problemli çin markalı bir telefon yerine alınabilir,1
"telefonu eşime hediye olarak aldım. 1 haftadır kullanıyor, batarya performansı mükemmel, kullanıma bağlı olarak 1,5-2 güne kadar çıkabiliyor.  Kamera performansı tatmin edici, bu fiyata alınacak en iyi ürün",1
Süper ozellik ve pil omrü cok iyi,1
"Hızlı gönderi ve özenli paketleme için Teşekkürler.
Ürün fiyatına göre güzel özelliklee sahip. Kampanyalar ile birlikte alınacak fırsat ürünü.
",1
Ben ön siparişle aldım. Sipariş verirken çok bir beklentim yoktu. Markası samsung ekranı ve bataryası büyük e radyosuda var daha ne demiştim ama telefonu elime alınca resmen şok oldum. Samsung yine kalitenin dibine vurmuş. Kamerası mükemmel kasası elde duruşu şahane.Zaten katalogda yazan bilgileri tek tek tekrarlamaya gerek yok. Özetle iyiki almışım.Tavsiye edermisin derseniz = KESİNLİKLE tavsiye ederim.,1
10 yıldır samsung kullanicisiyim.5000mA batarya sadece samsungta vardı.şarji 2-3 gün gidiyor(internet kullanimi dahil)beklediğimden iyi çikti.teşşekkür ederim,1
ÜRÜN ÖNCELİKLE SAMSUNG GARANTİSİ VE GÜVENCESİNDE.GÖRÜNÜM OLARAK BEKLEDİĞİMDEN DAHA ŞIK.PİL EFSANE EKRAN Bİ AMOLED DEĞİL AMA OLDULÇA GÜZEL.ALMAYI DÜŞÜNENLERE KESİNLİKLE TAVSİYE EDERİM.,1
telefonun şarjı ben çok telefonu  kullanan birisi olarak1.5gun gitmektedir fakat cok kullanmayan birisine 2 yada 2.5gun gidecektir.kamerasi güzel dur.orta segmenti ürün alacaklara. tavsiye ederim memnun kalırsınız.telefon kargoya verildikten sonra 2 gün içerisinde elime geçti.,1
telefon çok iyi fiyatıda emsallerine gore çok uygun . tavsiye ederim kesinlikle,1
"Hanıma aldım, internete giriyor, arada fotoğraf çekiyor, sosyal medya vs. için kullaniyor. Bu fiyata böyle bir telefon almışsın daha ne istersin ki. Ona buna hava atmak değilse derdiniz, tam bir fiyat performans ürünü. Sarjı 2 gün gidiyor, süper ötesi bir şey.",1
"ürün bir hafta oldu elime geçeli.telefonun tasarımı çok iyi ben mavisini aldım çok canlı plastik olduğu neredeyse belli olmuyor. bataryası çok iyi şarj suresi kısa, kamerlar çok iyi, telefonun performansınıda çok begendim. kısaca SAMSUNG farkı. şiddetle tavsiye ederim.ayrica hepsiburada ailesine guvenilirliği hızlılığı ve müsteri memnuniyetine gösterdigi hassayitten dolayı çok teşekkür ederim.",1
telefonu kardeşime aldım çok memnun zaten yıllardır samsung tercih etme sebebimiz kullanımı çok basit olması.batarya devasa güçte ama umarım zamanla batarya özelliğini zaman sonra kaybetmez özetleyecek olursam kardeşimde bende çok beğendim,1
Bu fiyatlara alınacak bir ürün. Tavsiye ederim.,1
"Alalı 2 hafta oldu. Bu fiyat segmentinde alınabilecek en iyi telefonların başında geliyor. Kamerası oldukça yeterli, çift kamera iyi çalışıyor, fotoğraflar kaliteli, ekran gövde olanı oldukça iyi, şarjı çok iyi gidiyor, günlük kullanım için ideal bir telefon.",1
"Ürünü babam için aldım hızı,kamerası ve sesi cok güzel satıcıya tesekkür ederim indirim ve hediye çekleriyle ürün uygun fiyata geliyor ayrıca hediye gonderilen hafıza kartı için tesekkurler",1
"Hediye çeki kampanyasıyla fiyatı çok uygun oluyor.Bence fiyatına göre oldukça iyi bir telefon.Ekranı ve kamerası başarılı.Batarya gücü ve hızlı şarj özelliği önemli artılar.Kısacası; Samsung kalitesi,uygun fiyat,batarya artısı ile bence kesinlikle tercih edilir.",1
fiyat performans ürünü.Samsung kalitesi.inanın tereddütlerim vardı ama bu fiyata bu cihan muhteşem.,1
telefon çok güzel..şarjı çok uzun gidiyor.tasarımı harika.,1
"Özellikleri ve fiyatı kıyaslandığı zaman çok başarılı bir cihaz. 1 haftadır kullanıyorum, bataryası uzun süre gidiyor, ekranı çok güzel. Kesinlikle tavsiye ederim.",1
Telefonu ön siparişle aldım ve çok kısa sürede elime ulaştı. Telefonu eline aldığınızda ürünün kalitesini anlıyorsunuz. Bütün özellikleri bir yana muhteşem bataryasıyla sizi şarj makinesine bağlı yaşamaktan kurtarıyor. 1 gün içerisinde bütün çabalarıma rağmen bataryayı bitiremedim. Telefon 7/24 elinizde olsa bile batarya 2 gün dayanıyor. Sırf bu özelliğiyle bile alınabilir.,1
Oncelikle hepsiburadaya tesekkur ederim bu ürünü bu fiyattan verdiği için. Telefonda yer alan 5000 mah batarya ile istediğin kadar müzik dinle film seyret şarj bitmiyor.Damla çentik ekran olması işlemcisinin gayet hızlı olması özellikle de batarya telefonu cazip kılan özelliklerin basında geliyor.Teşekkürler hepsiburada teşekkürler samsung...,1
"Gayet güzel,kullanışlı,2000 liranın altında alınabilecek en güzel telefon diyebilirim.Görüntüsü fullHD , 32 gb depolama yetiyor da artıyor bile.Hepsiburada'dan aldığınızda hem indirim hem de alışveriş çeki kazanıyorsunuz daha ne olsun...Ha çok param var diyorsanız s10 plus alın o zaman...",1
Cihazin ozellikle tasarimini ve bataryasini cok begendim.Kullanısıda gayet rahat ele oturmasi ozellikleri fiyatina gore gayet iyi isinma yok parmak izi hizli okuyor kisacasi tavsiye ediyorum.Kaliteyi uzakta aramayın,1
bu fiyata performansı çok iyi kesinlikle tavsiye ederim biz çok beğendik alacak olanlar hiç düşünmesin derim,1
Yorum yaparken dikkatli olun fiyat performans telefonu anlamında süper bence cihaz pil olarak çok güzel bence bu özelliği diğer herşeyin üstünde bence şekil bir telefon fiyatına göre bir amiral gemisi değil fiyatıda değil fiyatına göre harika bence,1
fiyatına göre ürün çok iyi,1
"Yeni nesil tasarımı, geniş ekranı ve 5000 mAh bataryası ile bu fiyata tam bir fiyat-performans telefonu. Plastik yerine metal kasa olsaydı belki daha iyi olurdu ama o zaman da ağırlığı ve fiyatı artabilirdi.",1
ürün beklediğimden çok daha kaliteli. mükemmel bir şeçim yapmışım. bu fiyata alınabilecek en iyi tr garantili telefon,1
Ürün ekran kalite ve boyutu olarak çok güzel ve kullanışlı.Ürünün kamerası çok güzel çekimler yapıyor ürünün yanında 32 gb hafıza kartı hediye edilmişti alacak arkadaşlara ürünü tavsiye ederim bu fiyata göre güzel bir ürün,1
Bu fiyata bu özelliklerde telefon gerçekten harika. 5000mAh pili 2 günü bitirmeye yetiyor. Ekranı gayet güzel. Kamerası bu fiyat için harika. Kesinlikle tavsiye edebileceğim harika bir cihaz. Parmak izi okuyucusu çok hızlı. Hepsiburada  ürünü stoklara girince hemen gönderdi. Teşekkürler.,1
Hepsiburadadan aldığım telefon elime geçen hafta ulaştı.Telefon beklediğimden daha iyi çıktı.Çok şık duruyor.Telefonun şarjı çok çok iyi..Fiyat performans olarak alınabilecek bir telefon..,1
Ekranı çok parlak olmasada bataryası ile fiyat performans ürünü olmaya aday. Samsung marka değeri ile bence alınıp kullanıcıları mutlu edecek bir telefon. Tavsiye ederim. Ayrıca hafıza kartı için teşekkür ederim.,1
"Bence fiyat performans ürünü beğendim gerçekten,ekranı olsun, şarj kapasitesi olsun çok iyi, orta segment için iyi bir telefon kullanım amacına göre tercih edebilirsiniz.",1
Rekabet için çıkarıldığını düşünüyorum. Gayet şık üretilmiş. Dahili hafıza 32 olması da çok iyi. Batarya zaten 10 numara. Ben 2 adet aldım birisi eşime birisi bana. Tabiki mavi bana çünkü mavi ayrı bir güzel olmuş. HB dan gelecek çekleri de düşününce İYİ Kİ VARSIN HEPSİBURADA:),1
Ürünün fiyatına göre performansı harika... Eline ilk aldığında üst segment bir telefon havası var. Tabi üst segment bir telefon değil ama parasının hakkını veriyor. Kampanyalarla bu fiyata bu telefonu bize sunan hepsiburadaya teşekkürler.,1
"Arkadaşlar merhaba, cihazı yaklaşık bir haftadır kullanıyorum.Cihaz gayet hızlı, donma yok, ısınma yok, şarjı uzun süre gidiyor, ekran gayet iyi olumsuz yorumları dikkate almayın derim, fiyat performans açısından kıyaslandığında bence uygun, ayrıca  samsung markası da önemlidir diye düşünüyorum.",1
"Ürün beklediğimden de şık çıktı..Açıkçası büyük boyut telefon kullanan biri olarak (6,44 ınch) bu telefon beklentime yetti..5000 ma pil bence yeterli...Tek sıkıntısı su alıp almayacağı..Bir arkadaşımdan bu hususta yorum duymuştum...bendekinde şu anda sıkıntı yok..Hepsiburada sayesinde uyguna mallettiğim için şanslıyım sanırım...teşekkürler..",1
"boyutu ideal, tft ekranı kullanımda farketmiyorsunuz. şarjı bitmek bilmiyor. oyun performansını denemedim, orta yaş üstü ablama model yükseltmek için aldık. yanında 32 gb hafıza kartı da hediye geldi. söz verilen zamandan da daha erken geldi. orta kademe bir kullanıcı için binlerce liralık bir telefon almaya gerek yok, bu telefon her ihtiyacını karşılar.",1
Samsungun en iyi cihazı bence. Fiyat ve fayda olarak en iyisi. Ekran mükemmel. Herkese tavsiye ederim.,1
"Tasarım, özellikler, hiç bitmeyen pil, gün içinde şarj aleti taşımaktan bıkanlar için yapılmış günümüzün en teknolojik telefonu. 24 saattir ilk şarjı ile kullanıyorum. İnternet, video, whatsup herşeyi fazlasıyla kullanıyorum. Tek eksisi NFC ile ödemeyi desteklememesi. Onu dert etmiyorsanız tereddüt etmeden alın.Asla pişman olmazsınız.",1
Ürün on numara beş yıldız. Tam bir idaretenlik telefon. Çok beklentilere girmeyin süper telefon,1
fiyat performans olarak çok başarılı,1
bu fiyata böyle bir cihaz süper. fiyatına çok diyen j7 prime kullansın. ekranı kotü diyen iphone kullansın. bırakın biz kullanırız. cihaz şekli süper. pili efsane daha ne olsun,1
Telefonu Hepsiburada farkıyla indirimli aldım. Yanında 250? hediye çeki var. Daha ne olsun... Şarjı hemen hemen bitmiyor. Ekran kalitesi gayet iyi; daha iyi ne bekliyorlar anlayamadım. Plastik kasa yerine metal kasa olsa daha iyi olurdu. Benim için ömürlük bir telefon.,1
Beklediğimden çok daha iyi çıktı. Fiyat-Fayda karşılaştırması yaptığınız piyasadaki emsallerinden daha iyi. Aldım memnunum tavsiye ederim.,1
Fiyat kariılığı olan guncel teknolojik gelişemleri uygun fiyata almak istiyorsanız bence gayet uygun bir ürün en onemlisi benim için pil kullanmaya başladıgımdan beri tam sarj ile kullanmamam ragmen yaklasık 2.5 gun hiç sarj etmeden kulandım ,1
"Telefon çok güzel herkese tavsiye ederim, ayrıca yanında 32gb hafıza kartı da yollamışlar :)
Sınıfının lideri 5000mah batarya, kamera çok iyi çekim yapıyor.",1
"Bende eşime aldım; daha önceki telefonu Galaxy J7 Prime'dı. Başta beğenmedi ama kullandıkça artıalrını farketti ve şimdi memnun. Özellikle resim çekim özellikleri, batarya kapasitesi, büyük ekranı ve hızlı olması artı yanları...",1
Ürünü ön sipariş ile aldım. Özellikle bataryasının büyük olması tercih sebebim oldu. Tam bir fiyat performans canavarı olmuş. Bataryası 2 gün rahat gidiyor. Tam benim ihtiyaçlarına uygun bir ürün.,1
"Cihazı ön siparişle aldım. Hepsiburada ve Samsung Türkiye'ye teşekkürlerimi iletiyorum. Zira yaptıklara kampanyayla cihazı çok güzel bir fiyata almış oldum. Kendim de aldım, yakınlarıma da aldırdım. Onlar da çok memnun kaldı. Şu anda piyasaya çıkan yeni model telefonların içinde fiyat performansı en yüksek olan cihaz bu.  5000 mah pili 3 kata kadar daha hızlı şarj ile desteklemesi takdire şayan. Bunu bu pil kapasitesine rağmen gayet kabul edilebilr boyutlarla sağlaması ayrıca bir tasarım başarısı. Günümüzün en büyük sorunlarından biri olan pil sorununu ortadan kaldırırken, gayet büyük ekranda her yükün altından kalkabilecek işlemci gücüyle saylıyor olması cihazı tercih etmemizdeki sebepler.",1
telefonu ilk sipariş verenlerdenim hepsiburadanin hem çok iyi bir indirimi ve ayrıca sürpriz 32gb hafıza kartı hediyesi ile teslim aldım.teslim süresi ve hepsi burada servisi her zamanki gibi süperdi.telefona gelince tam bir fiyat performans ürünü bu fiyata alınabilecek piyasada olan en iyi alternatif sadece telefonun kasası plastik olmasa daha iyi olurdu,1
"Fiyat/performans açısından gayet yerinde bir ürün. 
Özellkle ekran kalitesini beğendim. Hız olarak da dikkate değer bir hızı var.
Bu noktada diyebilirim ki bu fiyata alabileceğiniz en iyi telefonlardan bir tanesi.
Alan arkadaşlara şimdiden hayırlı olsun.",1
Bu fiyata alınacak en güzel telefon ekran tasarımı çok şık ben çok beğendim ,1
Telefonu bende Hepsiburada dan aldım. Cihaz beklediğimden çok daha iyi. Ekranı da kamerası da beklediğimden daha iyi çıktı.  Distribitör garantisi tasarımı ve bataryası ile fiyat +performans ürünü diyebilirim. Hepsiburada ve SamsungWA Türkiye'ye Teşekkürler.,1
Maliyetine göre gayet başarılı ürün yaklaşık bir haftadan beri kullanıyorum gerek ekranı gerekse şarj süresi  beklediğimden iyi diğer özellikleri ile birlikte değerlendirme yapıldığında bu fiyata alınabilecek en iyi telefonlardan biri. Ayrıca hediye 32 GB hafıza kartı ve çekle beraber çok tatmin edici bir alıveriş oldu benim için. Hepsiburada ve Samsung işbirliği bizi memnun etti.,1
Yorumlara baktığımda acaba dedim ama telefon gelince ne kadar isabetli bir seçim yaptığımı anladım. Hele şarzı 3 ile 4 gün arası kullanıma göre gidiyor.( her saniye telefon elinde olanlardan değilim) kısacası çok memnunum. herkese tavsiye ederim.,1
telefon çok iyi iyi derecede ekran gövde oranı mevcut  bataryası 3 gün dayandı bana  sosyal medya fazla takılmıyorum  teşekkürler hepsiburada,1
Telefonu anneme aldım. Gerçekten çok memnunuz kaliteli bir telefon kullandığınızı anlıyorsunuz. Herkeze gönül rahatlığı ile tavsye ederim.  Bataryası efsane ...,1
"Ben ürünü eşim için almıştım. Ürün beklediğimden daha iyi çıktı. Ürünü alırken ne beklediğinize iyi karar verin. Bazı kullanıcılara bakıyorum, 1500TL-2000TL bandındaki ürünlerden anormal şeyler bekliyorlar. Ben hem samsung kalitesine hem de hepsiburada'ya güvenerek ürünü aldım ve kesinlikle pişman değilim. Ürünün fotoğraf çekme kalitesi tatmin edici. Ekran parlaklığı ve boyutu bizim hoşumuza gitti. Tam fiyatının telefonu diyebilirim. Bataryası çok büyük avantaj. Öyle her gün şarj isteyen bir telefon değil. Teknoloji her gün önümüze yeni bir seçenek sunuyor ve alternatif mutlaka olacaktır işlemciye belleğe falan takılırsanız her zaman biri diğerine üstün çıkacak. O yüzden çok düşünmeden bu telefonu tercih edebilirsiniz derim. ",1
Cihaz hızlı bir şekilde elime ulaştı.tam bir F/P cihazı.bu fiyata alınabilecek en iyi telefon.Yillardir hepsiburadadan alış-veriş yaparım.fozunuz kapalı sipariş verebilirsiniz.Şindiye kadar beni hiç üzmediler.Tesekur ederim,1
bence ürün son derece harika özelliklere sahip kamerası muhteşem xiaomi huawei yanında halt etmiş takılma yok pubge de kasma donma yok kamerasına birde ekranına bayıldım parmak izi harika birde samsung garantisi altında  mükemmel aldım kullanıyorum hayran kalıyor herkes,1
"Telefon elime geçti.Çok memnun kaldım şarjı güzel,boyutu güzel hafıza az ama hafıza kartı taktınmı yeter.Alacak olanlara şimdiden hayırlı olsun,memnun kaldım",1
